StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q389_Browser,Q389_Version,Q389_Operating System,Q389_Resolution,Consent timing_First Click,Consent timing_Last Click,Consent timing_Page Submit,Consent timing_Click Count,Consent,prolific_id,Q1_First Click,Q1_Last Click,Q1_Page Submit,Q1_Click Count,Q118_First Click,Q118_Last Click,Q118_Page Submit,Q118_Click Count,Q110,Q160,Q163,Q165,Q178,Q164,Q179,Q608_First Click,Q608_Last Click,Q608_Page Submit,Q608_Click Count,Q609,Tutorial,Q613,Q653_First Click,Q653_Last Click,Q653_Page Submit,Q653_Click Count,Q655,Q657,Q614_First Click,Q614_Last Click,Q614_Page Submit,Q614_Click Count,Q615,Q171,Q593_First Click,Q593_Last Click,Q593_Page Submit,Q593_Click Count,Q594,Q175,Q176,Demographics timing_First Click,Demographics timing_Last Click,Demographics timing_Page Submit,Demographics timing_Click Count,age,gender,country,country_3_TEXT,education,education_6_TEXT,ai,AI_1,AI_2,AI_3,AI_4,AI_5,comments,Q261,Random_ID,AWSURL,group,ProlificID,Q171,report a problem
09/07/2025 2:11,09/07/2025 2:50,0,77.137.71.85,67,2357,0,09/07/2025 3:11,R_4gwi2Q2j29AOZt0,,,,,32.0804,34.7807,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1920x1080,0.786,1.039,1.724,2,1,7.78E+49,0,0,2.646,0,0,0,1.743,0,,2,2,4,2,1,1,4.4,4.4,7.571,1,,1997,,,,,,,,0,0,4.626,0,,APPL,,,,,,,,,,,,,,,,,,,,,,,,,,1782508540,,4,77777777777777777777777777777777777777777777777777<h4><b>Please record your participant ID in prolific academic:</b></h4>,APPL,
13/07/2025 0:29,13/07/2025 1:05,0,5.29.9.194,100,2171,1,13/07/2025 1:05,R_4esL9vNBo3aKcGA,,,,,32.0804,34.7807,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1920x1080,7.334,8.496,9.956,2,1,6.67E+44,0,0,100.589,0,0,0,456.322,0,,2,2,4,2,1,1,2.207,421.816,425.698,2,,1997,,,,,,,,0,0,11.826,0,,APPL,3.89,6.355,15.207,2,2,,,2.688,70.81,76.962,20,27,0,5,,4,,5,7,7,7,7,7,7.88E+31,,3141804100,,4,666666666666666666666666666666666666666666666<h4><b>Please record your participant ID in prolific academic:</b></h4>,APPL,
13/07/2025 1:05,13/07/2025 1:07,0,5.29.9.194,67,135,0,13/07/2025 2:05,R_4aXrvRzSeV68XFr,,,,,32.0804,34.7807,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1920x1080,5.099,5.099,6.1,1,1,4.44E+45,0,0,2.554,0,0,0,1.778,0,,2,2,4,2,1,1,1.256,24.318,27.505,4,,1997,,,,,,,,0,0,26.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2663120974,,4,4.44E+45,,
13/07/2025 1:21,13/07/2025 1:43,0,5.29.9.194,67,1358,0,13/07/2025 2:21,R_97KiaRRG1u5qbOB,,,,,32.0804,34.7807,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1920x1080,0.898,0.898,1.562,1,1,4.44E+43,0,0,1.875,0,0,0,1.676,0,,2,2,4,2,1,1,1.221,9.758,15.68,2,,4242,,,,,,,,0,0,2.131,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2156965980,,4,4.44E+43,,
13/07/2025 1:44,13/07/2025 1:45,0,5.29.9.194,67,70,0,13/07/2025 2:44,R_495pb9sJaFLCJCD,,,,,32.0804,34.7807,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1920x1080,0.984,0.984,1.622,1,1,3.33E+42,2.839,2.839,3.465,1,0,0,1.216,0,,2,2,4,2,1,1,1.155,4.571,10.144,2,,4242,,,,,,,,0,0,2.784,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8164389461,,4,3.33E+42,,
15/07/2025 2:12,15/07/2025 3:12,0,147.235.220.165,21,3587,0,15/07/2025 3:12,R_1xIYS4zppm5Xv06,,,,,32.7966,35.1668,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1280x800,6.906,6.906,8.152,1,1,1.11E+26,0,0,5.595,0,0,0,4.47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5629133477,,0,1.11E+26,,
15/07/2025 2:15,15/07/2025 2:16,0,5.29.9.194,8,14,0,15/07/2025 3:16,R_4CeFJ0VKDAhYlHm,,,,,32.0804,34.7807,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1920x1080,1.038,1.038,1.738,1,1,8.89E+37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1459880061,,3,8.89E+37,,
15/07/2025 2:30,15/07/2025 2:38,0,132.68.162.17,48,460,0,15/07/2025 3:30,R_2ek9vc63RNCUMqO,,,,,32.8259,34.9968,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,2560x1080,55.186,63.105,63.976,5,1,1.23E+33,8.103,11.463,14.69,2,0,0,15.732,0,,2,2,4,2,1,1,5.234,278.041,280.623,28,,4242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5261338072,,0,1.23E+33,,
15/07/2025 2:43,15/07/2025 2:44,0,132.68.162.17,19,61,0,15/07/2025 3:43,R_2PTyvsOQQKCkTUX,,,,,32.8259,34.9968,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,2560x1080,3.138,11.256,12,3,1,13613213215846548dasdasdasd,0,0,11.741,0,0,0,11.71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6840638801,,1,13613213215846548dasdasdasd,,
15/07/2025 7:12,15/07/2025 7:12,1,,100,4,1,15/07/2025 7:12,R_4iJV9Y5KsrDaG7p,,,,,32.3154,34.9339,preview,EN,Chrome,138.0.0.0,Windows NT 10.0,1920x1080,2.292,2.292,2.974,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6817878262,,3,,,
19/07/2025 10:02,19/07/2025 10:03,0,5.29.14.10,6,65,0,19/07/2025 11:02,R_4G1y1zUKCymcb8R,,,,,32.0821,34.8122,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1920x1080,54.314,54.314,55.476,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2929711394,,2,,,
20/07/2025 0:22,20/07/2025 1:04,0,5.29.14.10,100,2511,1,20/07/2025 1:04,R_4OHm5Jy7Zhe9oEl,,,,,32.0821,34.8122,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1920x1080,1.112,1.112,2.181,1,1,9.90E+32,0,0,3.069,0,0,0,1.863,0,,2,2,4,2,1,1,9.822,88.975,91.938,2,,4242,,,,,,,,0,0,21.884,0,,APPL,2.251,2.251,4.227,1,1,,,2069.111,2110.734,2111.186,12,22,0,3,,3,,5,7,7,7,3,7,,,8233087743,,1,9.90E+32,APPL,
20/07/2025 1:13,20/07/2025 2:13,0,5.29.14.10,53,3546,0,20/07/2025 2:14,R_9sYk5o0lgbnOfW4,,,,,32.0804,34.7807,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1920x1080,1.055,1.055,2.531,1,1,5.56E+46,0,0,2.628,0,1.414,1.692,2.06,2,,2,2,4,2,1,1,1.162,1.162,5.625,1,,4242,,0,0,2.724,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8555776389,,0,5.56E+46,,
20/07/2025 2:27,20/07/2025 3:27,0,5.29.14.10,69,3599,0,20/07/2025 3:27,R_9lhKvR09Kc4tfGJ,,,,,32.0804,34.7807,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1920x1080,1.132,1.132,1.875,1,1,4.44E+47,0,0,3.222,0,0,0,2.236,0,,2,2,4,2,1,1,13.478,42.883,47.535,2,,4242,,,,,,,,0,0,8.138,0,,APPL,,,,,,,,,,,,,,,,,,,,,,,,,,8373334840,,2,4.44E+47,APPL,
21/07/2025 6:15,21/07/2025 6:15,0,174.99.58.224,100,9,1,21/07/2025 6:15,R_7Uf4VZWShN49C6f,,,,,35.8964,-78.7115,anonymous,EN,Safari iPhone,18.5,iPhone,390x844,1.916,3.684,4.423,4,1,67e8aa454848956e5e32c19d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3578277622,,2,67e8aa454848956e5e32c19d,,I reafuse
21/07/2025 6:09,21/07/2025 6:27,0,94.6.165.242,100,1041,1,21/07/2025 6:27,R_8h5f6C3n3UKhVBc,,,,,53.7644,-1.7336,anonymous,EN,Chrome,138.0.0.0,Macintosh,1800x1169,6.626,6.626,9.152,1,1,60f5d1dfd8ff71196982160b,0,0,69.244,0,0,0,24.9,0,,2,2,4,2,1,1,22.66,134.953,137.931,2,,4242,,,,,,,,0,0,123.512,0,,APPL,10.401,29.383,34.55,6,1,The agent did not seem at all well trained for the task.,,1.303,23.959,24.813,10,52,0,2,,2,,5,7,7,7,6,4,,,6777226117,,2,60f5d1dfd8ff71196982160b,APPL,
21/07/2025 6:12,21/07/2025 6:28,0,51.19.7.140,100,945,1,21/07/2025 6:28,R_8DZeo7GJ3S4YKpi,,,,,51.5571,-0.2972,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1280x720,2.501,2.501,8.849,1,1,66796f6a50ac90662e958273,0,0,71.59,0,0,0,28.922,0,,2,2,4,2,1,1,7.279,67.417,252.213,3,,4242,,,,,,,,0,0,47.501,0,,APPL,2.823,4.401,12.452,2,1,just more engaged,,1.251,23.305,24.298,10,22,0,2,,3,,3,7,6,7,2,6,,,2552886595,,4,66796f6a50ac90662e958273,APPL,
21/07/2025 6:09,21/07/2025 6:31,0,90.243.254.7,100,1303,1,21/07/2025 6:31,R_8Pc1RedCUgNjmVh,,,,,51.2835,0.5144,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1536x864,26.288,26.825,27.584,2,1,571a78f06a1c6300114b8d80,19.229,50.487,50.915,9,10.676,15.356,16.873,5,,2,2,4,2,1,1,7.318,284.747,286.725,5,,4242,,,,,,,,3.865,34.258,38.019,8,,APPL,8.886,46.075,46.753,7,1,"The agent made too many mistakes, picking up red balls, going through lava, and taking too many unnecessary steps. ",n/a,1.169,32.421,36.107,23,42,1,2,,3,,6,6,6,7,2,6,n/a,,9937885545,,4,571a78f06a1c6300114b8d80,APPL,
21/07/2025 6:15,21/07/2025 6:33,0,185.49.75.138,100,1077,1,21/07/2025 6:33,R_2SBraQDSGdMM4Lv,,,,,51.2738,0.4977,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1920x1080,1.178,1.178,2.014,1,1,673741d5e8999c8a575d36b1,0,0,47.793,0,0,0,17.159,0,,2,2,4,2,1,1,43.68,213.759,215.898,2,,4242,,,,,,,,0,0,25.107,0,,APPL,5.586,21.963,23.893,3,1,It was easier to follow the instructions that tell the agent,No,1.027,26.468,27.063,10,43,1,2,,2,,4,5,6,6,4,4,,,6836458484,,4,673741d5e8999c8a575d36b1,APPL,
21/07/2025 6:10,21/07/2025 6:36,0,23.243.74.229,67,1603,0,21/07/2025 7:10,R_1DRSNaL8eo4ro4c,,,,,33.9576,-118.267,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1920x1080,10.882,10.882,12.934,1,1,66e0c0a1fab28ce6352ae19c,0,0,150.943,0,0,0,41.2,0,,2,2,4,2,1,1,69.471,217.025,219.975,2,,4242,,,,,,,,0,0,153.179,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3255587676,,1,66e0c0a1fab28ce6352ae19c,,
21/07/2025 6:10,21/07/2025 6:48,0,86.150.30.133,53,2311,0,21/07/2025 7:10,R_8dKcSKVuD1nIqsG,,,,,50.7241,-1.7891,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1920x1080,49.169,49.169,50.796,1,1,6671e82cc1fa43aced1c799a,0,0,164.557,0,0,0,39.632,0,,2,2,4,2,1,1,61.158,309.424,313.586,2,,4242,,0,0,152.505,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2352345205,,0,6671e82cc1fa43aced1c799a,,round 4 got stuck
21/07/2025 6:10,21/07/2025 6:19,0,5.66.124.13,29,554,0,21/07/2025 7:10,R_8YXsQgLxZrbTIoO,,,,,55.8939,-3.64,anonymous,EN,Chrome,131.0.0.0,Windows NT 10.0,1280x720,20.9,20.9,22.546,1,1,671a071c14bc0b0e02c4fd0f,19.823,110.182,111.427,42,23.88,48.859,51.544,17,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3845543770,,2,671a071c14bc0b0e02c4fd0f,,
21/07/2025 6:12,21/07/2025 6:24,0,67.173.12.26,67,709,0,21/07/2025 7:13,R_5WHF02thu0rzFJy,,,,,41.85,-87.7165,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1920x1080,1.9,1.9,2.801,1,1,5e34325430e5263f0bebb32d,0,0,113.92,0,0,0,31.643,0,,2,2,4,2,1,1,7.017,222.302,225.207,2,,4242,,,,,,,,0,0,43.673,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7733513566,,1,5e34325430e5263f0bebb32d,,
21/07/2025 6:14,21/07/2025 6:46,0,208.123.220.7,53,1919,0,21/07/2025 7:14,R_6l4qf3ZLlmqmXLT,,,,,39.9458,-74.9042,anonymous,EN,Chrome,137.0.0.0,Windows NT 10.0,1280x720,49.587,49.587,51.742,1,1,678b09ceb478d5c669bb0355,122.599,122.599,177.234,1,16.383,23.769,45.03,4,,2,2,4,2,1,1,3.441,309.658,312.544,3,,4242,,33.097,33.334,34.207,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3753895347,,0,678b09ceb478d5c669bb0355,,
21/07/2025 6:16,21/07/2025 6:21,0,18.130.46.155,22,306,0,21/07/2025 7:16,R_8EfVmOKvsnL5J1b,,,,,51.5164,-0.093,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1366x768,16.953,16.953,18.651,1,1,6813204c4fc623bdaeb09ec7,21.552,23.119,97.591,2,0,0,27.037,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2893662333,,3,6813204c4fc623bdaeb09ec7,,
21/07/2025 6:19,21/07/2025 6:40,0,82.42.30.189,67,1264,0,21/07/2025 7:19,R_8K5rgF0D2vRBHYl,,,,,53.4972,-1.1808,anonymous,EN,Chrome,122.0.0.0,Windows NT 10.0,1366x768,53.979,53.979,55.448,1,1,6818aa3b091f461c436e4f12,22.174,22.174,56.576,1,0,0,20.576,0,,2,2,4,2,1,1,23.26,254.102,259.856,3,,4242,,,,,,,,0,0,45.092,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8780279088,,3,6818aa3b091f461c436e4f12,,
21/07/2025 6:19,21/07/2025 6:57,0,185.124.61.117,53,2287,0,21/07/2025 7:19,R_1rHwO5PrjI1Lnpe,,,,,38.721,-75.0752,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1152x864,5.639,25.143,26.849,3,1,66e9bdb86f599f239c1ea24e,0,0,95.084,0,0,0,19.363,0,,2,2,4,2,1,1,117.2,530.218,533.865,3,,4242,,2.474,2.474,355.847,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5960268363,,0,66e9bdb86f599f239c1ea24e,,
21/07/2025 6:20,21/07/2025 6:44,0,92.20.181.163,67,1463,0,21/07/2025 7:20,R_8BYs3jJIBNknPiO,,,,,52.3958,-1.4796,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1707x1067,55.123,57.518,59.235,2,1,5e84c792bde837092ec273de,137.472,137.472,139.058,1,26.216,29.878,31.358,3,,2,2,4,2,1,1,41.226,452.25,454.022,3,,4242,,,,,,,,153.072,154.921,157.245,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,7042596352,,2,5e84c792bde837092ec273de,,the page did not load
21/07/2025 6:20,21/07/2025 6:48,0,81.187.237.189,67,1651,0,21/07/2025 7:20,R_8erVxV6BEXcLk6E,,,,,51.6,-0.2167,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1829x1029,12.315,23.483,25.815,2,1,5c5cad3e4ee81200018eafe2,25.481,53.589,94.761,6,11.456,76.229,81.975,4,,2,2,4,2,1,1,33.87,217.206,218.597,4,,4242,,,,,,,,8.934,88.607,101.574,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,6596745726,,4,5c5cad3e4ee81200018eafe2,,round 1 wont start
21/07/2025 6:21,21/07/2025 6:43,0,86.2.107.60,67,1336,0,21/07/2025 7:21,R_2gtkZLmJMDUWBgt,,,,,55.632,-4.7811,anonymous,EN,Chrome,138.0.0.0,Macintosh,1920x1080,2.942,2.942,3.771,1,1,67735224bf8a434754bda0a6,0,0,31.157,0,0,0,14.672,0,,2,2,4,2,1,1,16.569,141.482,141.853,3,,4242,,,,,,,,0,0,31.023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9963420129,,1,67735224bf8a434754bda0a6,,
21/07/2025 7:21,21/07/2025 7:23,0,89.168.158.93,100,117,1,21/07/2025 7:23,R_8w0itcpKQ2TxxGp,,,,,51.9322,-0.4568,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,3440x1440,44.968,44.968,116.844,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7740123342,,3,,,
21/07/2025 6:26,21/07/2025 7:03,0,87.74.5.142,53,2247,0,21/07/2025 7:26,R_8IT5F4HqhAx7JKL,,,,,53.3555,-2.0944,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1600x900,1.678,1.678,3.687,1,1,5bebf332cef79f00014d230c,0,0,829.564,0,0,0,11.585,0,,2,2,4,2,1,1,27.93,101.25,103.334,2,,4242,,0,0,74.276,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9175288704,,0,5bebf332cef79f00014d230c,,
21/07/2025 6:27,21/07/2025 6:41,0,81.136.105.197,67,840,0,21/07/2025 7:27,R_2uTI5jtud2WnylO,,,,,53.2316,-0.5265,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,2560x1440,2.232,2.232,4.928,1,1,66b244a2f436437d3e109bbe,57.48,57.48,168.519,1,23.42,23.828,25.686,2,,2,2,4,2,1,1,41.607,242.515,245.396,2,,4242,,,,,,,,70.477,71.195,110.987,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1306608672,,2,66b244a2f436437d3e109bbe,,
21/07/2025 6:27,21/07/2025 6:41,0,92.28.20.11,67,797,0,21/07/2025 7:27,R_8qaw4L2kiA1dndy,,,,,52.3067,-1.9523,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1536x864,1.421,1.421,2.289,1,1,6319ff03df1e7848122f18b1,0,0,35.944,0,0,0,9.491,0,,2,2,4,2,1,1,70.798,155.094,156.188,4,,4242,,,,,,,,0,0,20.82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7712592848,,1,6319ff03df1e7848122f18b1,,round 4 did not load up
21/07/2025 6:51,21/07/2025 7:15,0,99.1.247.219,67,1420,0,21/07/2025 7:51,R_5K863NfJRb5vrAK,,,,,34.2849,-85.2253,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1536x864,34.741,34.741,35.897,1,1,667eb62db81d7cd5426c866d,0,0,123.521,0,0,0,44.412,0,,2,2,4,2,1,1,47.528,258.957,261.649,3,,4242,,,,,,,,0,0,143.125,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4202191203,,3,667eb62db81d7cd5426c866d,,round 1 wont start
21/07/2025 6:51,21/07/2025 7:17,0,134.41.33.108,67,1566,0,21/07/2025 7:51,R_32P9wJQ5BOWvUJA,,,,,44.6643,-63.6002,anonymous,EN,Chrome,138.0.0.0,Macintosh,1470x956,35.547,37.331,38.391,2,1,5caa534a19731a00190bb935,95.292,129.276,261.619,2,21.736,39.252,43.162,2,,2,2,4,2,1,1,49.336,307.818,311.013,2,,4242,,,,,,,,5.621,228.053,228.878,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,4911190135,,4,5caa534a19731a00190bb935,,not working
21/07/2025 6:54,21/07/2025 7:04,0,87.102.31.120,67,580,0,21/07/2025 7:54,R_2nZpiihxhPp7hQj,,,,,53.7193,-0.5006,anonymous,EN,Edge,138.0.0.0,Windows NT 10.0,1280x720,4.304,6.514,7.936,2,1,5a0a0b3afe645f0001e9f296,81.472,105.76,107.457,2,23.033,23.033,36.407,1,,2,2,4,2,1,1,2.015,206.931,217.991,4,,4242,,,,,,,,6.156,55.739,57.09,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,2869789931,,3,5a0a0b3afe645f0001e9f296,,wont start
21/07/2025 6:58,21/07/2025 7:34,0,50.39.165.186,67,2150,0,21/07/2025 7:58,R_7P6PJKfE2dmQlFV,,,,,45.5397,-122.9638,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1466x917,22.352,88.86,89.538,4,1,682b8071ffc2da7edd49f10c,52.014,53.643,166.18,3,0,0,40.185,0,,2,2,4,2,1,1,38.328,417.698,434.6,2,,4242,,,,,,,,0,0,190.231,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8639439355,,1,682b8071ffc2da7edd49f10c,,got to the 5 round
21/07/2025 7:00,21/07/2025 7:02,0,2.97.67.193,22,132,0,21/07/2025 8:00,R_2D2CYS3jI2VT1Hb,,,,,51.43,-0.0492,anonymous,EN,Chrome,137.0.0.0,CrOS x86_64 14541.0.0,1366x768,40.036,40.036,40.994,1,1,65a3f461bfa22dde98c10436,0,0,39.497,0,0,0,32.412,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2627745196,,4,65a3f461bfa22dde98c10436,,
21/07/2025 7:01,21/07/2025 7:21,0,90.242.244.66,16,1232,0,21/07/2025 8:01,R_2IgiL7HtgMum5GX,,,,,55.7506,-4.2075,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1536x864,0.062,15.825,17.985,3,1,6093e78e30fb90f291b261f9,15.064,134.016,147.253,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8075226013,,0,6093e78e30fb90f291b261f9,,
21/07/2025 7:06,21/07/2025 7:23,0,98.30.142.187,67,980,0,21/07/2025 8:06,R_5EglDgOc2Y33i6t,,,,,41.4519,-81.921,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1536x864,0.974,1.577,2.351,2,1,60ef2700e476748689a999f7,221.235,245.188,257.407,6,19.516,23.931,25.026,3,,2,2,4,2,1,1,17.396,193.586,193.976,6,,4242,,,,,,,,14.212,46.601,50.683,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,6352868411,,2,60ef2700e476748689a999f7,,
21/07/2025 7:13,21/07/2025 7:28,0,82.3.10.164,67,849,0,21/07/2025 8:13,R_2tuqRqL7wGAF11R,,,,,55.9139,-4.3311,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1280x854,9.868,9.868,14.006,1,1,67c8b1367b6d2f13cc496d56,0,0,106.441,0,0,0,32.005,0,,2,2,4,2,1,1,50.92,144.861,147.251,2,,4242,,,,,,,,0,0,67.854,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2630930350,,4,67c8b1367b6d2f13cc496d56,,
21/07/2025 7:15,21/07/2025 7:22,0,94.5.121.166,29,442,0,21/07/2025 8:15,R_22amp15mRFvpmwS,,,,,52.6259,1.3032,anonymous,EN,Chrome,138.0.0.0,Macintosh,1710x1112,5.127,5.127,10.201,1,1,5cdc899d48d5f100195fafff,0,0,277.926,0,0,0,8.71,0,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3671038631,,1,5cdc899d48d5f100195fafff,,
21/07/2025 7:15,21/07/2025 8:02,0,67.101.122.167,67,2822,0,21/07/2025 8:15,R_5hEeKEbIMiFDmpg,,,,,39.7503,-75.5453,anonymous,EN,Chrome,134.0.0.0,Windows NT 10.0,1366x768,510.009,510.009,511.694,1,1,67d48133208e9bbe96dc6761,0,0,184.127,0,0,0,38.195,0,,2,2,4,2,1,1,41.367,257.218,259.948,2,,4242,,,,,,,,0,0,167.658,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6512573155,,2,67d48133208e9bbe96dc6761,,
21/07/2025 7:23,21/07/2025 7:35,0,89.168.158.93,67,730,0,21/07/2025 8:23,R_24vyBeAlZT3jrQl,,,,,51.9322,-0.4568,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,3440x1440,4.286,4.286,7.962,1,1,66d9cd06e207a93377f7820e,0,0,111.382,0,0,0,66.585,0,,2,2,4,2,1,1,24.968,254.712,259.275,2,,4242,,,,,,,,0,0,96.995,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2988472385,,4,66d9cd06e207a93377f7820e,,wont start
21/07/2025 7:31,21/07/2025 7:44,0,212.32.103.46,22,760,0,21/07/2025 8:31,R_1MRtlrNGDnvtaai,,,,,37.751,-97.822,anonymous,EN,Chrome,131.0.0.0,Windows NT 10.0,1600x900,25.997,25.997,27.455,1,1,679332b7a7378f8f63f9ab84,160.285,179.527,199.702,3,23.915,23.915,50.24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8592115963,,1,679332b7a7378f8f63f9ab84,,
21/07/2025 7:52,21/07/2025 8:23,0,86.2.107.60,67,1846,0,21/07/2025 8:52,R_232DinVNy2hioOk,,,,,55.632,-4.7811,anonymous,EN,Chrome,138.0.0.0,Macintosh,1920x1080,3.984,3.984,5.039,1,1,67735224bf8a434754bda0a6,0,0,2.64,0,0,0,1.268,0,,2,2,4,2,1,1,2.835,158.855,160.974,5,,4242,,,,,,,,0,0,2.707,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9299542657,,1,67735224bf8a434754bda0a6,,got to the 5 round
